release_date,genre_ids,id,title,popularity,vote_count,vote_average
11/24/2016,35,428868,Lulu the Movie,1.021157,1,6
12/7/2001,16,35257,Christmas Carol: The Movie,1.020895,15,4.6
8/3/1990,12,10837,DuckTales: The Movie - Treasure of the Lost Lamp,1.910806,142,6.6
11/18/2016,,428427,The Road Movie,1.020702,0,0
11/4/2000,10751,152857,The Growing Pains Movie,1.020188,2,4.5
10/21/2016,878,421822,Horror Hotel the Movie,1.020168,2,6
3/3/2016,28,378102,BoBoiBoy: The Movie,1.020088,0,0
3/20/2013,16,190532,Bola Kampung: The Movie,1.019953,0,0
8/9/2009,27,83587,Zombie Girl: The Movie,1.019693,7,6.1
11/8/2016,99,425100,MOTO 8: The Movie,1.018803,0,0
5/29/2015,35,340776,Bigfoot The Movie,1.018257,2,0
5/18/2013,,279214,Another Dirty Movie,1.017049,0,0
6/4/2013,18,218651,Coboy Junior The Movie,1.016991,0,0
7/12/2011,,282034,Not Another B Movie,1.016364,2,4
3/8/2014,99,257235,Sex(ed): The Movie,1.016234,0,0
8/6/1982,28,25872,The Pirate Movie,1.0155,4,5.6
11/13/2017,12,421131,Carmilla: The Movie,1.015219,0,0
3/29/1995,80,360528,Redeem Her Honor,1.014832,0,0
10/1/2010,35,53283,Khichdi: The Movie,1.0147,3,2.7
9/18/2012,99,188365,Pizza! The Movie,1.014137,0,0
9/27/2006,,157976,The Last Porn Movie,1.014023,0,0
10/20/2009,18,44988,Grown Up Movie Star,1.013665,7,5.5
6/1/2014,12,305399,The Movie Quest,1.013608,0,0
9/23/2016,35,403569,Total Frat Movie,1.013306,2,5
9/20/2009,27,277791,Momok The Movie,1.011727,0,0
8/19/2005,16,61728,The Proud Family Movie,1.011028,10,4.2
10/29/2015,53,376419,Fifteen: Periscope Movie,1.010863,0,0
5/5/2011,16,73875,Little Johnny The Movie,1.010592,5,5.3
4/3/2013,18,182528,Crimi Clowns: De Movie,1.010475,4,6
4/1/2016,27,390326,Bad Blood: The Movie,1.010217,1,4
7/15/2015,35,398332,Eminem VEVO: The Movie,1.009849,0,0
6/12/2015,,344363,Vice City: The Movie,1.009794,0,0
4/4/2008,18,348017,Degrassi Spring Break Movie,1.009778,1,8
5/22/2015,10751,382105,Friday Download: The Movie,1.009428,3,5
3/3/2004,35,65509,See This Movie,1.009153,0,0
5/24/2016,99,396084,Hummus! the Movie,1.009117,1,10
6/8/2016,,407347,Badman The Movie,1.008419,0,0
7/24/2014,35,329813,Bajaj Bajuri: The Movie,1.008139,1,6
3/31/2006,28,9951,The Dudesons Movie,1.008126,7,4.2
1/23/2016,35,393629,Pure Pwnage: Teh Movie,1.007923,4,8
5/14/2016,,431607,Broadmead the Movie,1.007588,0,0
11/11/2015,99,367886,Tose: The Movie,1.007419,0,0
1/1/2003,99,35701,Gumball 3000: The Movie,1.007398,0,0
10/3/2015,18,397675,YOLO: The Movie,1.00678,1,8
5/14/1988,9648,103217,Midnight Movie Massacre,1.00675,2,5.5
5/21/1999,16,407388,Pokémon: The Movie 2000,1.006747,3,5.3
8/10/2015,99,354388,No Home Movie,1.006571,5,8.4
,,136492,Trailer: The Movie,1.006525,0,0
3/4/1997,35,182774,Toxic Crusaders: The Movie,1.006197,1,2
4/1/2010,10751,193156,Church: The Movie,1.006132,0,0
11/30/2012,35,199565,The Movie Out Here,1.005762,1,2
3/31/2014,27,262634,Precocious Movie Kids,1.005519,0,0
3/8/2014,16,315014,Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,1.005519,2,9.5
9/19/2012,16,379643,Greeny Phatom The Movie,1.005445,0,0
8/29/2014,35,186610,Swearnet: The Movie,1.005433,10,5.2
3/4/2006,35,18173,The American Poop Movie,1.00539,3,3.7
10/28/2015,99,365764,Moto 7: The Movie,1.005359,1,6.5
12/25/2015,35,348297,Short Movie 2,1.005157,0,0
5/11/2007,,253891,Puberty: The Movie,1.00512,0,0
10/4/2013,,264552,My First Movie,1.005103,0,0
8/7/2001,16,33371,The Little Bear Movie,1.00479,2,6
5/13/2015,35,406837,Epen Cupen the Movie,1.004715,0,0
11/5/2015,99,402999,Pin Up! The Movie,1.004715,0,0
,,158289,Bounumentary: The Movie,1.0045,0,0
7/21/2011,99,101333,Fix: The Ministry Movie,1.004488,0,0
7/17/2015,18,350824,Bioscope (Marathi Movie),1.004371,0,0
9/26/2015,,437305,Gangsta Walking the Movie ,1.004294,0,0
12/9/2014,,306111,Prime: The Wake Movie,1.004269,0,0
1/1/2012,99,424726,Immersion the Movie,1.004031,0,0
5/19/2011,18,69312,Nur Kasih The Movie,1.003878,2,4.8
1/1/1981,99,26571,New York Beat Movie,1.003865,5,7.4
